#program	SETUP.EXE
#sha256	22ca3a4c6a68dbde1838e6d356442b2b6bcf1dcff735ed21b0448bd16686c4d6
#imagebase	400000
FUNC	146a	_GL_MouseK@0	undefined4 _GL_MouseK@0(void)	
FUNC	1474	_GL_ShellExec@12	undefined4 _GL_ShellExec@12(LPCSTR param_1, LPCSTR param_2, LPCSTR param_3)	
FUNC	1479	_GL_FileMoveIn@8	undefined _GL_FileMoveIn@8(HANDLE param_1, LONG param_2)	
FUNC	1483	_GL_ExecRoutine@8	HANDLE _GL_ExecRoutine@8(LPTHREAD_START_ROUTINE param_1, LPVOID param_2)	
FUNC	1488	_GL_CloseHnmSound@0	undefined _GL_CloseHnmSound@0(void)	
FUNC	148d	_GL_LockBufferSound@0	undefined4 _GL_LockBufferSound@0(undefined4 param_1)	
FUNC	1492	_GL_search_blocks@0	undefined _GL_search_blocks@0(void)	
FUNC	14a1	_GL_PackLZW@16	size_t _GL_PackLZW@16(undefined4 * param_1, void * param_2, void * param_3, size_t param_4)	
FUNC	14b0	_GL_FlipScreen@0	undefined _GL_FlipScreen@0(void)	
FUNC	14b5	_GL_StartHnmSound@0	undefined _GL_StartHnmSound@0(void)	
FUNC	14bf	_GL_CreateFile@28	HANDLE _GL_CreateFile@28(uint * param_1)	
FUNC	14c4	_GL_HideMouse@0	undefined _GL_HideMouse@0(void)	
FUNC	14c9	_GL_IsMusicFinished@0	bool _GL_IsMusicFinished@0(void)	
FUNC	14ce	_GL_Box@16	undefined4 _GL_Box@16(int param_1, int param_2, int param_3, int param_4)	
FUNC	14d3	_GL_SetGraphScreen@4	undefined _GL_SetGraphScreen@4(undefined4 param_1)	
FUNC	14d8	_GL_HNM6_Decompression@16	undefined _GL_HNM6_Decompression@16(undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)	
FUNC	14dd	_GL_SelectScreen@8	undefined _GL_SelectScreen@8(HDC param_1, int param_2)	
FUNC	14e2	_GL_OpenFileBigFile@4	int _GL_OpenFileBigFile@4(uint * param_1)	
FUNC	14ec	_GL_FreeHnmScreen@0	undefined _GL_FreeHnmScreen@0(void)	
FUNC	14f6	_GL_PlayWavDirectSound@12	undefined _GL_PlayWavDirectSound@12(void)	
FUNC	14fb	_GL_WaitTime@4	undefined _GL_WaitTime@4(int param_1)	
FUNC	150a	_GL_LockScreen@4	undefined4 _GL_LockScreen@4(int param_1)	
FUNC	13aa0	_strncpy	char * _strncpy(char * _Dest, char * _Source, size_t _Count)	Library Function - Single Match\n _strncpy\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release, vc6 sp5 libc, vc6 sp5 libcmt
FUNC	13ba0	_strncmp	int _strncmp(char * _Str1, char * _Str2, size_t _MaxCount)	Library Function - Single Match\n _strncmp\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release, vc6 sp5 libc, vc6 sp5 libcmt
FUNC	13d40	__exit	void __exit(int _Code)	Library Function - Single Match\n __exit\n\nLibrary: Visual Studio 2003 Debug
FUNC	13e80	__initterm	undefined __initterm(int * param_1, int * param_2)	Library Function - Single Match\n __initterm\n\nLibrary: Visual Studio 2003 Debug
FUNC	13eb0	FID_conflict:_memcpy	void * FID_conflict:_memcpy(void * _Dst, void * _Src, size_t _Size)	Library Function - Multiple Matches With Different Base Names\n _memcpy\n _memmove\n\nLibraries: vc6 sp5 libc, vc6 sp5 libcmt
FUNC	141f0	_memset	void * _memset(void * _Dst, int _Val, size_t _Size)	Library Function - Single Match\n _memset\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release, vc6 sp5 libc, vc6 sp5 libcmt
FUNC	14260	FID_conflict:_strcat	char * FID_conflict:_strcat(char * _Dest, char * _Source)	Library Function - Multiple Matches With Different Base Names\n __mbscat\n _strcat\n\nLibraries: vc6 sp5 libc, vc6 sp5 libcmt
FUNC	14410	__nh_malloc	void * __nh_malloc(size_t _Size, int _NhFlag)	Library Function - Single Match\n __nh_malloc\n\nLibrary: Visual Studio 2003 Debug
FUNC	14430	__nh_malloc_dbg	int * __nh_malloc_dbg(uint param_1, int param_2, uint param_3, int param_4, int param_5)	Library Function - Single Match\n __nh_malloc_dbg\n\nLibrary: Visual Studio 2003 Debug
